Gene stable ID	Gene name	Gene type	Gene description
ENSG00000283973		lncRNA	novel transcript
ENSG00000298446		lncRNA	novel transcript
ENSG00000298458		lncRNA	novel transcript, antisense to RXRG
ENSG00000236230		lncRNA	novel transcript
ENSG00000307680		lncRNA	novel transcript, antisense to PRKCB
ENSG00000307770		lncRNA	novel transcript
ENSG00000260201		lncRNA	novel transcript
ENSG00000298471		lncRNA	novel transcript
ENSG00000298477		lncRNA	novel transcript
ENSG00000298490		lncRNA	novel transcript
ENSG00000307926		lncRNA	novel transcript, antisense to ZNF469
ENSG00000298492		lncRNA	novel transcript
ENSG00000307937		lncRNA	novel transcript, antisense to HERPUD1
ENSG00000261029	MPHOSPH6-DT	lncRNA	MPHOSPH6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55377]
ENSG00000284629	SCYGR1	protein_coding	small cysteine and glycine repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:34218]
ENSG00000301805		lncRNA	novel transcript
ENSG00000307949		lncRNA	novel transcript
ENSG00000125772	GPCPD1	protein_coding	glycerophosphocholine phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:26957]
ENSG00000307970		lncRNA	novel transcript
ENSG00000288562		lncRNA	novel transcript, antisense to PDC
ENSG00000289067		lncRNA	novel transcript
ENSG00000289991		lncRNA	novel transcript
ENSG00000289618		lncRNA	novel transcript, antisense to DPEP2
ENSG00000308012		lncRNA	novel transcript, antisense to SMPD3
ENSG00000298508		lncRNA	novel transcript
ENSG00000308016		lncRNA	novel transcript
ENSG00000306559		lncRNA	novel transcript, antisense to AGFG1
ENSG00000296787		lncRNA	novel transcript, sense overlapping RP11-90L9.1
ENSG00000298517		lncRNA	novel transcript
ENSG00000298522		lncRNA	novel transcript, sense intronic to RP4-533D7.6
ENSG00000290795	SLC19A4P	lncRNA	solute carrier family 19 member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:25344]
ENSG00000298525		lncRNA	novel transcript
ENSG00000260057	LINC01571	lncRNA	long intergenic non-protein coding RNA 1571 [Source:HGNC Symbol;Acc:HGNC:51384]
ENSG00000227857		lncRNA	novel transcript
ENSG00000236116		lncRNA	novel transcript
ENSG00000307693		lncRNA	novel transcript
ENSG00000296555		lncRNA	novel transcript
ENSG00000303691		lncRNA	novel transcript, antisense to CCL20
ENSG00000295091		lncRNA	novel transcript, antisense to DAW1
ENSG00000271576	PRKACB-DT	lncRNA	PRKACB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55245]
ENSG00000284643	SCYGR2	protein_coding	small cysteine and glycine repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:34220]
ENSG00000284704	SCYGR3	protein_coding	small cysteine and glycine repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:34222]
ENSG00000278214	LINC02139	lncRNA	long intergenic non-protein coding RNA 2139 [Source:HGNC Symbol;Acc:HGNC:52999]
ENSG00000284631	SCYGR4	protein_coding	small cysteine and glycine repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:34223]
ENSG00000298541		lncRNA	novel transcript
ENSG00000298542		lncRNA	novel transcript
ENSG00000138621	PPCDC	protein_coding	phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]
ENSG00000298543		lncRNA	novel transcript, antisense to CD58 and IGSF3
ENSG00000284667	SCYGR5	protein_coding	small cysteine and glycine repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:34224]
ENSG00000284725	SCYGR6	protein_coding	small cysteine and glycine repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:34225]
ENSG00000308059		lncRNA	novel transcript
ENSG00000308075		lncRNA	novel transcript, antisense to RBFOX1
ENSG00000290756		lncRNA	novel transcript
ENSG00000284718	SCYGR7	protein_coding	small cysteine and glycine repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:34226]
ENSG00000234324	RPL9P2	processed_pseudogene	ribosomal protein L9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17049]
ENSG00000223878	PPIAP53	processed_pseudogene	peptidylprolyl isomerase A pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:53677]
ENSG00000284635	SCYGR8	protein_coding	small cysteine and glycine repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:34227]
ENSG00000266538		lncRNA	novel transcript
ENSG00000265451	CLASP1-AS1	lncRNA	CLASP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55328]
ENSG00000252129	SNORA74	snoRNA	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]
ENSG00000241370	RPP21	protein_coding	ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]
ENSG00000285910		lncRNA	novel transcript
ENSG00000223544		unprocessed_pseudogene	pseudogene fragment similar to COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast) (COX10)
ENSG00000308110		lncRNA	novel transcript, antisense to CIITA
ENSG00000302592		lncRNA	novel transcript, antisense to CLASP1
ENSG00000259833		lncRNA	novel transcript, antisense to HYDIN
ENSG00000239713	APOBEC3G	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]
ENSG00000264229	RNU4ATAC	snRNA	RNA, U4atac small nuclear [Source:HGNC Symbol;Acc:HGNC:34016]
ENSG00000302286		lncRNA	novel transcript, antisense to DHX57
ENSG00000278023	RDM1	protein_coding	RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950]
ENSG00000231876		lncRNA	novel transcript
ENSG00000225284		lncRNA	novel transcript
ENSG00000304685		lncRNA	novel transcript, antisense to ARHGEF33
ENSG00000228606	DCAF8-DT	lncRNA	DCAF8 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55792]
ENSG00000269210		lncRNA	novel transcript, antisense to ARHGEF33
ENSG00000214694	ARHGEF33	protein_coding	Rho guanine nucleotide exchange factor 33 [Source:HGNC Symbol;Acc:HGNC:37252]
ENSG00000150990	DHX37	protein_coding	DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]
ENSG00000286276		lncRNA	novel transcript
ENSG00000273002	ARHGEF2-AS2	lncRNA	ARHGEF2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:55175]
ENSG00000308176		lncRNA	novel transcript
ENSG00000308182		lncRNA	novel transcript
ENSG00000298576		lncRNA	novel transcript
ENSG00000308188		lncRNA	novel transcript
ENSG00000293473	CENPBD1P	lncRNA	CENPB DNA-binding domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:28272]
ENSG00000228918	LINC01344	lncRNA	long intergenic non-protein coding RNA 1344 [Source:HGNC Symbol;Acc:HGNC:50554]
ENSG00000260381		lncRNA	novel transcript, antisense to HEATR3
ENSG00000308270		lncRNA	novel transcript, antisense to PARN
ENSG00000262454	MIR193BHG	lncRNA	MIR193b-365a host gene [Source:HGNC Symbol;Acc:HGNC:51945]
ENSG00000286707		lncRNA	novel transcript
ENSG00000166411	IDH3A	protein_coding	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:5384]
ENSG00000173567	ADGRF3	protein_coding	adhesion G protein-coupled receptor F3 [Source:HGNC Symbol;Acc:HGNC:18989]
ENSG00000308281		lncRNA	novel transcript, antisense to IL21R
ENSG00000308286		lncRNA	novel transcript
ENSG00000308290		lncRNA	novel transcript, antisense to ITGAD
ENSG00000298592		lncRNA	novel transcript
ENSG00000298593		lncRNA	novel transcript
ENSG00000100325	ASCC2	protein_coding	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]
ENSG00000245888	NSMCE1-DT	lncRNA	NSMCE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:51368]
ENSG00000227741	PEA15-AS1	lncRNA	PEA15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58221]
ENSG00000197903	H2BC12	protein_coding	H2B clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13954]
ENSG00000309918		lncRNA	novel transcript
ENSG00000298597		lncRNA	novel transcript
ENSG00000230000		lncRNA	novel transcript
ENSG00000225982		lncRNA	novel transcript
ENSG00000066379	POLR1H	protein_coding	RNA polymerase I subunit H [Source:HGNC Symbol;Acc:HGNC:13182]
ENSG00000308301		lncRNA	novel transcript, antisense to C16orf82
ENSG00000088298	EDEM2	protein_coding	ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]
ENSG00000260528	FAM157C	lncRNA	family with sequence similarity 157 member C [Source:HGNC Symbol;Acc:HGNC:34081]
ENSG00000286565		lncRNA	novel transcript
ENSG00000268181		lncRNA	novel transcript
ENSG00000298606		lncRNA	novel transcript, antisense to ATP1A1
ENSG00000298610		lncRNA	novel transcript
ENSG00000293080		lncRNA	novel transcript
ENSG00000309987		lncRNA	novel transcript
ENSG00000277675		lncRNA	novel transcript
ENSG00000223774		lncRNA	novel transcript
ENSG00000298629		lncRNA	novel transcript, antisense to CASZ1
ENSG00000298644		lncRNA	novel transcript
ENSG00000298645		lncRNA	novel transcript, antisense to PTGFRN
ENSG00000298651		lncRNA	novel transcript, antisense to DNAH14
ENSG00000298658		lncRNA	novel transcript
ENSG00000228735		lncRNA	novel transcript
ENSG00000227082	LINC02798	lncRNA	long intergenic non-protein coding RNA 2798 [Source:HGNC Symbol;Acc:HGNC:54323]
ENSG00000310016		lncRNA	novel transcript
ENSG00000232006		lncRNA	novel transcript
ENSG00000138018	SELENOI	protein_coding	selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361]
ENSG00000298667		lncRNA	novel transcript
ENSG00000298676		lncRNA	novel transcript
ENSG00000298680		lncRNA	novel transcript
ENSG00000236423	LINC01134	lncRNA	long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]
ENSG00000308861		lncRNA	novel transcript
ENSG00000139233	LLPH	protein_coding	LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]
ENSG00000229525	DNPEP-AS1	lncRNA	DNPEP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55789]
ENSG00000185101	ANO9	protein_coding	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]
ENSG00000268603		lncRNA	novel transcript, antisense to SPEG
ENSG00000268896		lncRNA	novel transcript, antisense to TMEM198
ENSG00000293295		lncRNA	novel transcript
ENSG00000269068		lncRNA	novel transcript, antisense to OBSL1
ENSG00000310026		lncRNA	novel transcript
ENSG00000137210	TMEM14B	protein_coding	transmembrane protein 14B [Source:HGNC Symbol;Acc:HGNC:21384]
ENSG00000310044		lncRNA	novel transcript
ENSG00000228973		lncRNA	novel transcript
ENSG00000290951		lncRNA	novel transcript
ENSG00000275722	LYZL6	protein_coding	lysozyme like 6 [Source:HGNC Symbol;Acc:HGNC:29614]
ENSG00000230806	SRGAP2-AS1	lncRNA	SRGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40902]
ENSG00000165714	BORCS5	protein_coding	BLOC-1 related complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:17950]
ENSG00000261172		lncRNA	novel transcript
ENSG00000298690		lncRNA	novel transcript
ENSG00000134107	BHLHE40	protein_coding	basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]
ENSG00000233542		lncRNA	novel transcript
ENSG00000295808		lncRNA	novel transcript
ENSG00000227308	LINC02832	lncRNA	long intergenic non-protein coding RNA 2832 [Source:HGNC Symbol;Acc:HGNC:54366]
ENSG00000298706		lncRNA	novel transcript
ENSG00000308363		lncRNA	novel transcript, antisense to CRAMP1
ENSG00000298707		lncRNA	novel transcript
ENSG00000308383		lncRNA	novel transcript
ENSG00000298758		lncRNA	novel transcript, antisense to CDC14A
ENSG00000308404		lncRNA	novel transcript, antisense to GSG1L
ENSG00000308408		lncRNA	novel transcript
ENSG00000298796		lncRNA	novel transcript, antisense to PRDX1
ENSG00000308429		lncRNA	novel transcript
ENSG00000275688	CCL15-CCL14	protein_coding	CCL15-CCL14 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44436]
ENSG00000260136		lncRNA	novel transcript
ENSG00000304439		lncRNA	novel transcript
ENSG00000227016	LINC02796	lncRNA	long intergenic non-protein coding RNA 2796 [Source:HGNC Symbol;Acc:HGNC:27918]
ENSG00000286199		lncRNA	novel transcript
ENSG00000228909	LINC01803	lncRNA	long intergenic non-protein coding RNA 1803 [Source:HGNC Symbol;Acc:HGNC:52595]
ENSG00000166863	TAC3	protein_coding	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]
ENSG00000266518	MIR4268	miRNA	microRNA 4268 [Source:HGNC Symbol;Acc:HGNC:38352]
ENSG00000263280		lncRNA	novel transcript
ENSG00000304815		lncRNA	novel transcript
ENSG00000275718	CCL15	protein_coding	C-C motif chemokine ligand 15 [Source:HGNC Symbol;Acc:HGNC:10613]
ENSG00000163064	EN1	protein_coding	engrailed homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3342]
ENSG00000305008		lncRNA	novel transcript
ENSG00000287340		lncRNA	novel transcript, antisense to RBFOX1
ENSG00000260827		lncRNA	novel transcript
ENSG00000298302		lncRNA	novel transcript
ENSG00000259094		lncRNA	novel transcript, antisense to MARCO
ENSG00000278690		lncRNA	novel transcript
ENSG00000308819		lncRNA	novel transcript
ENSG00000274736	CCL23	protein_coding	C-C motif chemokine ligand 23 [Source:HGNC Symbol;Acc:HGNC:10622]
ENSG00000308621		lncRNA	novel transcript
ENSG00000289423		lncRNA	novel transcript
ENSG00000144119	C1QL2	protein_coding	complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181]
ENSG00000264833	RN7SL468P	misc_RNA	RNA, 7SL, cytoplasmic 468, pseudogene [Source:HGNC Symbol;Acc:HGNC:46484]
ENSG00000309841		lncRNA	novel transcript
ENSG00000309858		lncRNA	novel transcript
ENSG00000308834		lncRNA	novel transcript, antisense to ACSF3
ENSG00000120992	LYPLA1	protein_coding	lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]
ENSG00000229867	STEAP3-AS1	lncRNA	STEAP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41053]
ENSG00000287161		lncRNA	novel transcript
ENSG00000276014	RN7SL301P	misc_RNA	RNA, 7SL, cytoplasmic 301, pseudogene [Source:HGNC Symbol;Acc:HGNC:46317]
ENSG00000309372		lncRNA	novel transcript, antisense to C2orf76
ENSG00000282738		unprocessed_pseudogene	nitric oxide synthase 2, inducible (NOS2) pseudogene
ENSG00000308862		lncRNA	novel transcript
ENSG00000309392		lncRNA	novel transcript
ENSG00000221955	SLC12A8	protein_coding	solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]
ENSG00000274808	TBC1D3B	protein_coding	TBC1 domain family member 3B [Source:HGNC Symbol;Acc:HGNC:27011]
ENSG00000261078		lncRNA	novel transcript, antisense to GINS3
ENSG00000308918		lncRNA	novel transcript
ENSG00000308969		lncRNA	novel transcript, antisense to CCDC113
ENSG00000309027		lncRNA	novel transcript, sense intronic to RP11-314O13.2
ENSG00000309410		lncRNA	novel transcript
ENSG00000303406		lncRNA	novel transcript
ENSG00000309043		lncRNA	novel transcript
ENSG00000231013	SCTR-AS1	lncRNA	SCTR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40516]
ENSG00000309056		lncRNA	novel transcript
ENSG00000225087		lncRNA	novel transcript
ENSG00000309061		lncRNA	novel transcript
ENSG00000309065		lncRNA	novel transcript
ENSG00000298252		lncRNA	novel transcript, antisense to FMNL2
ENSG00000310053		lncRNA	novel transcript
ENSG00000286207		lncRNA	novel transcript, antisense to FMNL2
ENSG00000310060		lncRNA	novel transcript
ENSG00000230432		lncRNA	novel transcript
ENSG00000310087		lncRNA	novel transcript
ENSG00000309068		lncRNA	novel transcript, antisense to ZFPM1
ENSG00000101363	MANBAL	protein_coding	mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]
ENSG00000290834	FKBP6P2	lncRNA	FKBP6 pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:541473]
ENSG00000286095	SPEGNB	protein_coding	SPEG neighbor [Source:HGNC Symbol;Acc:HGNC:51251]
ENSG00000309088		lncRNA	novel transcript
ENSG00000309099		lncRNA	novel transcript
ENSG00000234022		lncRNA	novel transcript
ENSG00000232212	LINC01701	lncRNA	long intergenic non-protein coding RNA 1701 [Source:HGNC Symbol;Acc:HGNC:52489]
ENSG00000309183		lncRNA	novel transcript
ENSG00000302930		lncRNA	novel transcript, antisense to DDX1
ENSG00000309202		lncRNA	novel transcript
ENSG00000302890		lncRNA	novel transcript
ENSG00000224194		lncRNA	novel transcript
ENSG00000309225		lncRNA	novel transcript
ENSG00000298870		lncRNA	novel transcript
ENSG00000309232		lncRNA	novel transcript, antisense to AQP8
ENSG00000231031	LINC01804	lncRNA	long intergenic non-protein coding RNA 1804 [Source:HGNC Symbol;Acc:HGNC:52596]
ENSG00000290679		lncRNA	novel transcript
ENSG00000298887		lncRNA	novel transcript
ENSG00000298890		lncRNA	novel transcript
ENSG00000289004		lncRNA	novel transcript
ENSG00000290678		lncRNA	novel transcript
ENSG00000237390		lncRNA	novel transcript
ENSG00000226851	ZNF277-AS1	lncRNA	ZNF277 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55828]
ENSG00000272715		lncRNA	novel transcript
ENSG00000298904		lncRNA	novel transcript
ENSG00000298905		lncRNA	novel transcript, antisense to RPAP2
ENSG00000260126		lncRNA	novel transcript
ENSG00000232642		lncRNA	novel transcript
ENSG00000287905		lncRNA	novel transcript
ENSG00000274933	TBC1D3I	protein_coding	TBC1 domain family member 3I [Source:HGNC Symbol;Acc:HGNC:32709]
ENSG00000298922		lncRNA	novel transcript
ENSG00000298925		lncRNA	novel transcript
ENSG00000309379		lncRNA	novel transcript
ENSG00000298926		lncRNA	novel transcript, antisense to INKA2
ENSG00000223754		lncRNA	novel transcript
ENSG00000309454		lncRNA	novel transcript
ENSG00000298936		lncRNA	novel transcript, antisense to SLC9A1
ENSG00000242628		lncRNA	novel transcript
ENSG00000309512		lncRNA	novel transcript, antisense to IL34
ENSG00000298939		lncRNA	novel transcript
ENSG00000286738		lncRNA	novel transcript
ENSG00000298944		lncRNA	novel transcript
ENSG00000309644		lncRNA	novel transcript, antisense to CDH1
ENSG00000309654		lncRNA	novel transcript
ENSG00000298956		lncRNA	novel transcript
ENSG00000228201		lncRNA	novel transcript
ENSG00000298960		lncRNA	novel transcript, antisense to PATJ
ENSG00000309763		lncRNA	novel transcript
ENSG00000298961		lncRNA	novel transcript
ENSG00000310108		lncRNA	novel transcript
ENSG00000232973	CYP1B1-AS1	lncRNA	CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28543]
ENSG00000298973		lncRNA	novel transcript, antisense to CAMTA1
ENSG00000309768		lncRNA	novel transcript
ENSG00000287076		lncRNA	novel transcript
ENSG00000309842		lncRNA	novel transcript
ENSG00000291151	NSUN5P1	lncRNA	NSUN5 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:155400]
ENSG00000262136	NQO1-DT	lncRNA	NQO1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55344]
ENSG00000272562	H3-3A-DT	lncRNA	H3-3A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55210]
ENSG00000309888		lncRNA	novel transcript
ENSG00000309935		lncRNA	novel transcript
ENSG00000104142	VPS18	protein_coding	VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]
ENSG00000260630	SNAI3-AS1	lncRNA	SNAI3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28327]
ENSG00000233593	LINC02609	lncRNA	long intergenic non-protein coding RNA 2609 [Source:HGNC Symbol;Acc:HGNC:27140]
ENSG00000121621	KIF18A	protein_coding	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]
ENSG00000020256	ZFP64	protein_coding	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
ENSG00000140463	BBS4	protein_coding	Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:HGNC:969]
ENSG00000265889	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000170004	CHD3	protein_coding	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]
ENSG00000050438	SLC4A8	protein_coding	solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]
ENSG00000196072	BLOC1S2	protein_coding	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
ENSG00000310105		lncRNA	novel transcript
ENSG00000237505	PKN2-AS1	lncRNA	PKN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50597]
ENSG00000260573		lncRNA	novel transcript
ENSG00000310159		lncRNA	novel transcript, antisense to HS3ST4
ENSG00000310178		lncRNA	novel transcript
ENSG00000292385		lncRNA	novel transcript
ENSG00000205913	SRRM2-AS1	lncRNA	SRRM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44162]
ENSG00000227292		lncRNA	novel transcript
ENSG00000310146		lncRNA	novel transcript, sense intronic to CHCHD3
ENSG00000310153		lncRNA	novel transcript
ENSG00000310166		lncRNA	novel transcript, antisense to LUC7L2
ENSG00000273391		lncRNA	novel transcript, antisense to LUC7L2
ENSG00000310203		lncRNA	novel transcript, sense intronic to C7orf55-LUC7L2 and LUC7L2
ENSG00000243018		lncRNA	novel transcript
ENSG00000204934	ATP6V0E2-AS1	lncRNA	ATP6V0E2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44180]
ENSG00000295774		lncRNA	novel transcript
ENSG00000307710		lncRNA	novel transcript, antisense to NHEJ1 and SLC23A3
ENSG00000112276	POPDC1	protein_coding	popeye domain cAMP effector 1 [Source:HGNC Symbol;Acc:HGNC:1152]
ENSG00000303299		lncRNA	novel transcript, antisense to ZFAND2B
