gene,gene_symbol,gene_biotype,gene_description,log2FoldChange,pvalue,padj
ENSG00000231073.1,ENSG00000231073,lncRNA,"novel transcript, antisense to CERS2",0.6099518709302618,0.0001482732052445,0.0002868923024491
ENSG00000231074.9,HCG18,lncRNA,HLA complex group 18 [Source:HGNC Symbol;Acc:HGNC:31337],-0.1959810755840765,0.0020302269264421,0.0034436651329327
ENSG00000231078.1,ENSG00000231078,lncRNA,novel transcript,0.1553428804026527,0.9455056476803524,
ENSG00000231079.7,KIF5C-AS1,lncRNA,KIF5C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40325],2.217516762615954,9.228561432350045e-09,2.6317716802910852e-08
ENSG00000231080.1,ENSG00000231080,lncRNA,novel transcript,0.4350110985044559,0.5005146951773627,0.5535671959406271
ENSG00000231081.1,ENSG00000231081,lncRNA,novel transcript,0.9199961214651584,0.1075106247682103,0.1415587094963539
ENSG00000231082.1,LINC02655,lncRNA,long intergenic non-protein coding RNA 2655 [Source:HGNC Symbol;Acc:HGNC:54141],1.5240594237693734,0.0064142389494917,0.0102279376418498
ENSG00000231083.1,ENSG00000231083,lncRNA,novel transcript,-1.8678991826657,9.927753794010224e-15,4.3487483334698774e-14
ENSG00000231084.2,RPL22P24,processed_pseudogene,ribosomal protein L22 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:53758],0.0942085885606749,0.1752975071934848,0.220840283618585
ENSG00000231086.1,TSSK1A,transcribed_unitary_pseudogene,testis specific serine kinase 1A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:11400],0.4004701743269383,0.0341510447347891,0.0491731257020693
ENSG00000231087.2,FDPSP7,processed_pseudogene,farnesyl diphosphate synthase pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:33487],1.4131427850963632,0.0013458442788579,0.0023329590857395
ENSG00000231090.2,MIR4422HG,lncRNA,MIR4422 host gene [Source:HGNC Symbol;Acc:HGNC:53113],2.778623401216699,2.5755045109882978e-18,1.4127672975424642e-17
ENSG00000231092.1,ENSG00000231092,lncRNA,novel transcript,0.5392380488085357,0.452080415870457,
ENSG00000231093.1,TRMT1P1,processed_pseudogene,TRMT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55145],1.368259803737044,0.0051251715316045,0.0082740611684016
ENSG00000231095.1,GYG1P3,processed_pseudogene,glycogenin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39711],0.3856362699470046,0.3477380001919464,0.4054728515735219
ENSG00000231096.1,NDUFB4P3,processed_pseudogene,NADH:ubiquinone oxidoreductase subunit B4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45251],2.682349001417358,6.216600718810442e-08,1.6627584636175064e-07
ENSG00000231098.1,ENSG00000231098,lncRNA,novel transcript,0.6471015347280338,0.0409894689864991,0.0582330295183503
ENSG00000231099.1,BMS1P19,processed_pseudogene,BMS1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:49163],0.0612437256921451,0.9496417287809624,0.956611026716922
ENSG00000231100.1,ENSG00000231100,transcribed_unprocessed_pseudogene,"amyloid P component, serum (APCS) pseudogene",-2.2492693756889706,3.3068371074914944e-19,1.9150232688258293e-18
ENSG00000231102.1,ENSG00000231102,lncRNA,novel transcript,1.9239976814880235,6.19647453850958e-06,1.3824969321073211e-05
ENSG00000231103.2,PRAMEF30P,unprocessed_pseudogene,"PRAME family member 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:51892]",1.2802221940752163,0.0544930593163863,0.0758333631805569
ENSG00000231104.8,ENSG00000231104,lncRNA,"novel transcript, antisense to RAB11FIP2",0.2307007257739256,0.2111087058732407,0.2607304366450543
ENSG00000231105.2,ECE1-AS1,lncRNA,ECE1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40203],1.4153702008089688,1.3172526668711662e-18,7.367387245043356e-18
ENSG00000231106.2,LINC01436,lncRNA,long intergenic non-protein coding RNA 1436 [Source:HGNC Symbol;Acc:HGNC:50754],1.7214237931052545,1.4151268046980869e-07,3.665922261099781e-07
ENSG00000231107.2,LINC01508,lncRNA,long intergenic non-protein coding RNA 1508 [Source:HGNC Symbol;Acc:HGNC:51190],1.5138270539077463,2.2842262849869108e-21,1.4932256544215744e-20
ENSG00000231108.2,PRELID3BP11,processed_pseudogene,PRELI domain containing 3B pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49073],1.264778033636042,0.0142808894766965,0.0217233497234749
ENSG00000231110.1,ENSG00000231110,lncRNA,novel transcript,0.3100889156560492,0.8483416756070147,
ENSG00000231112.1,MTHFD2P3,processed_pseudogene,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:48866]",0.4594080699676534,0.6663100295781554,
ENSG00000231113.2,LINC02976,lncRNA,long intergenic non-protein coding RNA 2976 [Source:HGNC Symbol;Acc:HGNC:56026],0.6724742759844781,5.207276521557712e-17,2.640793716797593e-16
ENSG00000231114.1,ENSG00000231114,lncRNA,novel transcript,0.6402843757212265,0.1909799205790404,0.2385331938107721
ENSG00000231119.2,ENSG00000231119,lncRNA,"novel transcript, antisense to ZMYND8",-0.2109457627609285,0.139919715837315,0.1803210585529241
ENSG00000231120.3,BTF3P10,processed_pseudogene,basic transcription factor 3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:38570],0.6985529163479407,0.0004976196326944,0.0009077327932902
ENSG00000231122.5,FAM25EP,transcribed_unprocessed_pseudogene,"family with sequence similarity 25 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:23587]",1.227296006667536,0.0184313100342451,0.0275847749275331
ENSG00000231123.1,SPATA20P1,processed_pseudogene,spermatogenesis associated 20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39636],0.2720978389631828,0.0635942276593135,0.0874151472537089
ENSG00000231124.1,UBE2V1P11,processed_pseudogene,UBE2V1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:44896],0.5500429985145957,0.5033654428979253,
ENSG00000231125.2,ENSG00000231125,lncRNA,"novel transcript, sense intronic to CCT8",0.8743909077323587,4.052261596738837e-14,1.7077464549149054e-13
ENSG00000231128.6,ENSG00000231128,,,2.957164235372497,9.297680475209432e-22,6.198971266310823e-21
ENSG00000231130.1,HLA-T,unprocessed_pseudogene,"major histocompatibility complex, class I, T (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23478]",1.391233651468408,1.3355534941682435e-14,5.808293652713168e-14
ENSG00000231131.8,LNCAROD,lncRNA,lncRNA activating regulator of DKK1 [Source:HGNC Symbol;Acc:HGNC:50913],3.0669258094063165,4.922872434894503e-47,1.0743748570441289e-45
ENSG00000231132.1,ENSG00000231132,lncRNA,novel transcript,0.9648151339434216,0.1790057404564041,0.2250325668089955
ENSG00000231133.8,HAR1B,lncRNA,highly accelerated region 1B [Source:HGNC Symbol;Acc:HGNC:33118],1.9097117032308732,1.6693939825819202e-15,7.690964545259118e-15
ENSG00000231134.1,TCF7L1-IT1,lncRNA,TCF7L1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41388],0.8679883973873483,0.0362506243744962,0.0519701218544813
ENSG00000231136.1,ENSG00000231136,processed_pseudogene,IBR domain containing 3 (IBRDC3) pseudogene,0.1766373664249393,0.9372679387541912,
ENSG00000231137.1,RBM22P5,processed_pseudogene,RNA binding motif protein 22 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39698],1.497265588775493,0.0034721677924312,0.0057256704278357
ENSG00000231138.1,ENSG00000231138,lncRNA,novel transcript,1.1649251393803055,0.0346819445873842,0.0498770301265102
ENSG00000231139.1,ENSG00000231139,unprocessed_pseudogene,ribosomal protein S20 (RPS20) pseudogene,0.4751326188973171,0.5174067387568273,0.5689134531504821
ENSG00000231140.3,ENSG00000231140,,,0.1391238294148372,0.9177523000643067,
ENSG00000231141.1,TTTY3,lncRNA,"testis expressed transcript, Y-linked 3 [Source:HGNC Symbol;Acc:HGNC:16480]",,,
ENSG00000231143.1,ENSG00000231143,lncRNA,novel transcript,0.8490772407538387,0.3075744332428264,0.3642893153850654
ENSG00000231144.1,EEF1A1P40,processed_pseudogene,eukaryotic translation elongation factor 1 alpha 1 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:37918],1.0620138714083438,0.0879411129041756,0.1177628678769359
ENSG00000231147.2,ARHGAP42P2,unprocessed_pseudogene,ARHGAP42 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43939],1.5836361123061713,5.018403290365834e-07,1.239439014341539e-06
ENSG00000231148.1,HMGB1P7,processed_pseudogene,high mobility group box 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39096],1.6967817060263937,0.0021338490046904,0.0036100972177536
ENSG00000231149.2,ENSG00000231149,lncRNA,novel transcript,0.3228187343511535,0.5729221750474266,0.6200077683430155
ENSG00000231150.5,DNAH8-AS1,lncRNA,DNAH8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40188],2.5735486481956524,1.0752574950657087e-09,3.307804716390169e-09
ENSG00000231152.1,MTND2P15,processed_pseudogene,MT-ND2 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:42116],0.3286775954443762,0.7959837671131906,
ENSG00000231153.1,ENSG00000231153,processed_pseudogene,histidine triad nucleotide binding protein 1 (HINT1) pseudogene,0.7145406605370396,0.6195158067582104,0.6622620103308334
ENSG00000231154.1,MORF4L2-AS1,lncRNA,MORF4L2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27991],1.0247420606013715,2.0662730112769448e-11,7.233465531438964e-11
ENSG00000231156.1,ENSG00000231156,lncRNA,novel transcript,1.017135387839039,0.0030535717372754,0.0050729426218985
ENSG00000231158.1,PTP4A1P1,processed_pseudogene,PTP4A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41928],-0.7343379474943309,0.0092982359282258,0.0145159750335907
ENSG00000231159.1,OFD1P8Y,unprocessed_pseudogene,OFD1 pseudogene 8 Y-linked [Source:HGNC Symbol;Acc:HGNC:23880],0.1556208417631715,0.972441010387773,
ENSG00000231160.10,KLF3-AS1,lncRNA,KLF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25796],0.6438914019042178,2.236407449825566e-07,5.696738406702325e-07
ENSG00000231162.4,COX11P1,processed_pseudogene,COX11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2262],0.8064752963733384,0.0231658778203979,0.0342184394902513
ENSG00000231163.6,CSMD2-AS1,lncRNA,CSMD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40882],0.3565899166975131,0.5924321472158259,0.637990545578995
ENSG00000231164.1,RPL7P56,processed_pseudogene,ribosomal protein L7 pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:35588],0.4370763814055834,0.1102249920667154,0.1448818224712289
ENSG00000231165.3,TRBV26OR9-2,TR_V_pseudogene,T cell receptor beta variable 26/OR9-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15485],0.0038475192428541,0.9893860236799932,0.9907510363804172
ENSG00000231166.2,TUBB4BP6,processed_pseudogene,TUBB4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42336],0.2433481683623868,0.8841466624139673,
ENSG00000231167.3,YBX1P2,processed_pseudogene,Y-box binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22635],0.1750715045370383,0.0312402537560341,0.0452822510795805
ENSG00000231169.4,EEF1B2P1,processed_pseudogene,eukaryotic translation elongation factor 1 beta 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3207],1.3709753474635762,2.1076125284615782e-08,5.843108430084116e-08
ENSG00000231170.7,PDK4-AS1,lncRNA,PDK4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55767],-0.3148802254981958,0.006380572717656,0.0101773034817232
ENSG00000231171.4,LINC01098,lncRNA,long intergenic non-protein coding RNA 1098 [Source:HGNC Symbol;Acc:HGNC:27731],2.1294998810516574,2.0666958508932437e-06,4.827036363628518e-06
ENSG00000231172.2,EVA1A-AS,lncRNA,EVA1A antisense RNA [Source:HGNC Symbol;Acc:HGNC:55283],1.5952947016632393,3.041633662252549e-11,1.0525638875716686e-10
ENSG00000231173.1,ENSG00000231173,,,-0.4931837466452916,0.1862703238200422,0.2332225194008182
ENSG00000231175.1,LINC01720,lncRNA,long intergenic non-protein coding RNA 1720 [Source:HGNC Symbol;Acc:HGNC:52507],0.3740858525160197,0.7767176561034352,
ENSG00000231177.4,LINC00852,lncRNA,long intergenic non-protein coding RNA 852 [Source:HGNC Symbol;Acc:HGNC:29904],0.6076357729409246,1.0360509613828563e-10,3.44741562868718e-10
ENSG00000231178.3,ENSG00000231178,lncRNA,novel transcript,1.85740896842355,2.7467820270109146e-08,7.546128704589714e-08
ENSG00000231181.1,ENSG00000231181,processed_pseudogene,ribosomal protein L9 (RPL9) pseudogene,0.0247547400125565,0.8803382410905801,0.8946438775765443
ENSG00000231183.4,ENSG00000231183,lncRNA,novel transcript,0.3580860275639556,0.771931208719589,
ENSG00000231184.3,CCNQP3,processed_pseudogene,CCNQ pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42022],-0.1322243428978569,0.717585973264893,0.7502398232890599
ENSG00000231185.7,SPRY4-AS1,lncRNA,SPRY4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53465],-0.1933850573879342,0.1034108100296229,0.1365583703732235
ENSG00000231187.3,SYT15-AS1,lncRNA,SYT15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56167],0.6476435282301732,6.564930641881461e-06,1.4596047408738951e-05
ENSG00000231188.1,ENSG00000231188,lncRNA,novel transcript,1.2912869068650814,2.195008980037904e-05,4.637048429164568e-05
ENSG00000231189.1,ENSG00000231189,lncRNA,novel transcript,0.5179678634415973,0.5048135425617835,0.5574404135522322
ENSG00000231192.2,OR5H1,protein_coding,olfactory receptor family 5 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8346],0.8809505865095756,0.2254141268255773,0.2764455167930278
ENSG00000231193.1,ENSG00000231193,lncRNA,novel transcript,2.5508063253804134,7.6674999477588e-11,2.5788381485462164e-10
ENSG00000231194.1,FARP1-AS1,lncRNA,FARP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40229],1.532207071905764,2.1567376050443574e-06,5.029273145696583e-06
ENSG00000231195.1,IFNA11P,unprocessed_pseudogene,"interferon alpha 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:5442]",0.2186616947271318,0.7776068328405709,0.8036953919263566
ENSG00000231198.1,ENSG00000231198,transcribed_processed_pseudogene,"pseudogene similar to part of pleckstrin homology domain containing, family B (evectins) member 2 PLEKHB2",0.1982233787071487,0.9453042058655728,
ENSG00000231199.2,MTND5P19,processed_pseudogene,MT-ND5 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:42301],0.209358103634239,0.6859607015541689,0.7220765897699504
ENSG00000231201.1,ENSG00000231201,lncRNA,novel transcript,1.785539023367726,1.604901199949681e-10,5.269082796408028e-10
ENSG00000231202.1,TRGVB,TR_V_pseudogene,T cell receptor gamma variable B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12297],1.8469983285668323,4.661491770354192e-06,1.0542660958738831e-05
ENSG00000231203.1,KRT8P10,processed_pseudogene,keratin 8 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:33364],0.7362787909304626,0.0004088342950604,0.0007538123271073
ENSG00000231204.7,ENSG00000231204,lncRNA,novel transcript,3.976118794414766,4.0902475756611735e-30,4.21737451279537e-29
ENSG00000231205.11,ZNF826P,transcribed_unprocessed_pseudogene,"zinc finger protein 826, pseudogene [Source:HGNC Symbol;Acc:HGNC:33875]",1.5549462178958098,2.2043364756533895e-26,1.8822911680873436e-25
ENSG00000231206.2,HNRNPA1P25,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:39543],1.0800124320007023,1.6854257457570283e-05,3.5987802507129346e-05
ENSG00000231207.1,ENSG00000231207,processed_pseudogene,ribosomal protein S24 (RPS24) pseudogene,0.6572123698770037,0.1292402012531742,0.1677356434796006
ENSG00000231208.4,ZBTB46-AS1,lncRNA,ZBTB46 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40753],2.8647045322100175,2.1099765670126273e-11,7.382683329645232e-11
ENSG00000231210.3,COMETT,lncRNA,cytosolic oncogenic antisense to MET transcript [Source:HGNC Symbol;Acc:HGNC:51196],-1.984795830566315,1.8936176041659557e-19,1.1130289289566376e-18
ENSG00000231211.2,RPL17P49,processed_pseudogene,ribosomal protein L17 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:37009],0.3259365766134918,0.8335809597332826,
ENSG00000231212.1,ENSG00000231212,,,1.5955574754812891,8.057065622191591e-05,0.0001603846547124
ENSG00000231213.6,PLSCR5,protein_coding,phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952],1.1050464134169184,0.0582538008644185,0.0806389087617495
ENSG00000231216.1,GS1-600G8.3,lncRNA,unknown transcript [Source:NCBI gene (formerly Entrezgene);Acc:100093698],0.475246526336261,0.6358869257466753,
ENSG00000231219.1,PRAMEF32P,unprocessed_pseudogene,"PRAME family member 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:51894]",0.1502972954221991,0.9733834577994372,
ENSG00000231221.1,LINC01593,lncRNA,long intergenic non-protein coding RNA 1593 [Source:HGNC Symbol;Acc:HGNC:51583],-0.4074522374277305,0.0429446530391314,0.0608231280249105
ENSG00000231222.1,ARF4P4,processed_pseudogene,ARF GTPase 4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37628],0.7183519019325253,0.2906726528305206,0.3467790137365032
ENSG00000231226.1,TRIM31-AS1,lncRNA,TRIM31 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39761],1.0493432131244909,0.0001301376523992,0.0002532236931042
ENSG00000231227.1,ENSG00000231227,lncRNA,novel transcript,0.3417764572997069,0.7700168775690415,
ENSG00000231228.4,ARPP19P1,processed_pseudogene,ARPP19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54698],0.0452345968465698,0.9567163850723146,
ENSG00000231231.5,LINC01423,lncRNA,long intergenic non-protein coding RNA 1423 [Source:HGNC Symbol;Acc:HGNC:50732],-0.4245642659065475,0.0394180794051061,0.0561537953377406
ENSG00000231232.4,ENSG00000231232,unprocessed_pseudogene,family with sequence similarity 27 (FAM27) pseudogene,0.3312665455436035,0.7885853312211758,
ENSG00000231233.1,CFAP58-DT,lncRNA,CFAP58 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45243],1.144924407280434,4.4980452868358e-19,2.584245159757521e-18
ENSG00000231234.2,SKP1P1,transcribed_processed_pseudogene,S-phase kinase associated protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33696],0.435321702865834,0.6273452085688087,
ENSG00000231235.1,CTNNBL1P1,processed_pseudogene,CTNNBL1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54948],0.2961383753922805,0.6451169756982529,
ENSG00000231236.2,ENSG00000231236,lncRNA,novel transcript,3.2023415267139987,1.7138621072295948e-29,1.715437743099175e-28
ENSG00000231237.1,OR6K1P,unprocessed_pseudogene,olfactory receptor family 6 subfamily K member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15028],0.7931175614932681,0.2525880560427851,0.3062510310471673
ENSG00000231238.2,LINC00349,lncRNA,long intergenic non-protein coding RNA 349 [Source:HGNC Symbol;Acc:HGNC:42667],0.5310689512379362,0.3985160518953734,0.4562087881755955
ENSG00000231240.1,KLF2P1,transcribed_processed_pseudogene,Kruppel like factor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49280],-1.200310249695071,0.0203325934174221,0.0302554143779141
ENSG00000231241.1,RPS3AP3,processed_pseudogene,RPS3A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16537],1.545462581345932,0.0001332634320544,0.0002590638523307
ENSG00000231243.1,ENSG00000231243,lncRNA,novel transcript,0.2354931905554222,0.9104391478383672,
ENSG00000231244.1,PSMC1P3,processed_pseudogene,"proteasome 26S subunit, ATPase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39778]",0.2094466134647244,0.5399890516356839,0.590140659538608
ENSG00000231245.2,C1DP1,processed_pseudogene,C1D nuclear receptor corepressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31465],0.2605577518503139,0.4833173229066735,0.537650257448884
ENSG00000231246.2,LINC02884,lncRNA,long intergenic non-protein coding RNA 2884 [Source:HGNC Symbol;Acc:HGNC:54808],-0.8705123072292976,2.8539418787179573e-07,7.206158115017132e-07
ENSG00000231248.3,FAM242D,lncRNA,family with sequence similarity 242 member D [Source:HGNC Symbol;Acc:HGNC:53874],0.1926082629366096,0.930764418841806,
ENSG00000231249.1,ITPR1-DT,lncRNA,ITPR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44470],-1.1803721636663214,7.065230383137724e-14,2.92395327605283e-13
ENSG00000231251.1,ENSG00000231251,processed_pseudogene,"family with sequence similarity 32, member A (FAM32A) pseudogene",0.3420872646971402,0.7943514793330191,
ENSG00000231252.3,ENSG00000231252,lncRNA,novel transcript,1.0286558836899218,0.0004858605301104,0.0008877698758214
ENSG00000231253.2,LINC01640,lncRNA,long intergenic non-protein coding RNA 1640 [Source:HGNC Symbol;Acc:HGNC:52427],1.4144640245430309,0.0004991305732394,0.0009102809982282
ENSG00000231254.2,PCED1CP,processed_pseudogene,"PC-esterase domain containing 1C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44083]",0.4667986316390166,0.4526401848569719,0.5085553724555757
ENSG00000231255.1,ENSG00000231255,,,2.030529152705521,7.081466943406016e-08,1.8847191091556298e-07
ENSG00000231256.8,CFAP97D1,protein_coding,CFAP97 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37241],-0.8547634397944148,1.5654989548301313e-07,4.043438935255438e-07
ENSG00000231258.2,ZSWIM5P2,unprocessed_pseudogene,zinc finger SWIM-type containing 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43769],-1.0467491819380506,1.0333153364978846e-06,2.479087388170214e-06
ENSG00000231259.5,ANAPC1P2,transcribed_unprocessed_pseudogene,ANAPC1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54708],0.1502972954222053,0.973383457799436,
ENSG00000231261.1,HMGN2P10,processed_pseudogene,high mobility group nucleosomal binding domain 2 pseudogene10 [Source:HGNC Symbol;Acc:HGNC:4988],0.3852731276854353,0.1955279814736281,0.2435532899400042
ENSG00000231264.1,ARAFP1,processed_pseudogene,ARAF pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50824],0.4033372716764924,0.7246609167130735,
ENSG00000231265.1,TRERNA1,lncRNA,translation regulatory long non-coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:44307],1.432214574125824,0.0016691964197941,0.0028624014782107
ENSG00000231266.1,ENSG00000231266,lncRNA,novel transcript,0.2035372165446172,0.9600863513144804,
ENSG00000231270.1,COBLP1,processed_pseudogene,COBL pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55060],2.496865945157076,1.2307955249408396e-05,2.665944511971694e-05
ENSG00000231271.1,ENSG00000231271,transcribed_unprocessed_pseudogene,glutathione S-transferase (GST) theta pseudogene,-0.4034556573582277,0.0491609417787219,0.0689606370415197
ENSG00000231272.1,ENSG00000231272,lncRNA,novel transcript,1.070495012977031,0.0903899301191775,0.1207484442952895
ENSG00000231274.5,SBK3,protein_coding,SH3 domain binding kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:44121],0.4986821428880062,0.0016949182783116,0.002904223099912
ENSG00000231276.2,E2F4P1,processed_pseudogene,E2F transcription factor 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38684],0.3446774507522091,0.7981599504181153,
ENSG00000231278.1,OR9S24P,unprocessed_pseudogene,olfactory receptor family 9 subfamily S member 24 pseudogene [Source:HGNC Symbol;Acc:HGNC:31288],1.0628096809116057,0.182884772611341,0.2293552580547065
ENSG00000231280.1,SALL4P6,processed_pseudogene,spalt like transcription factor 4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39823],1.9081336886596272,0.0001165952859751,0.0002279654128139
ENSG00000231290.6,APCDD1L-DT,lncRNA,APCDD1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:27152],-2.2265137383872164,4.389056033887438e-19,2.5240497028492658e-18
ENSG00000231291.3,ENSG00000231291,lncRNA,novel transcript,-1.734021562728109,1.1592244029958615e-09,3.5565188805631963e-09
ENSG00000231292.6,IGKV1OR2-108,IG_V_gene,immunoglobulin kappa variable 1/OR2-108 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5767],1.3576165236112223,5.176654906322049e-06,1.1646197183696588e-05
ENSG00000231293.1,RPL36AP6,processed_pseudogene,ribosomal protein L36a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:23365],0.302012757967575,0.8271181264754122,
ENSG00000231295.1,ENSG00000231295,lncRNA,novel transcript,1.7398687112234212,0.0002232001339474,0.0004236707697672
ENSG00000231296.1,ENSG00000231296,processed_pseudogene,pseudogene similar to part of RIO kinase 2 (yeast) (RIOK2),1.1127166587925672,0.0083270618367831,0.0130842513277547
ENSG00000231297.3,ENSG00000231297,lncRNA,novel transcript,-0.2869158900205152,0.4840863945858833,0.5383432687863812
ENSG00000231298.7,MANCR,lncRNA,mitotically associated long non coding RNA [Source:HGNC Symbol;Acc:HGNC:44678],3.6035874039890303,1.0970256799845114e-45,2.2661456737377337e-44
ENSG00000231299.1,SEPTIN14P24,unprocessed_pseudogene,septin 14 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:51710],0.3926778993418923,0.8145735245497328,
ENSG00000231300.1,EZH2P1,processed_pseudogene,enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39918],0.2887564080610079,0.8545866976581659,
ENSG00000231301.1,RPL13AP,processed_pseudogene,ribosomal protein L13a pseudogene [Source:HGNC Symbol;Acc:HGNC:13977],0.4342205786910768,0.2491047713733316,0.3023644394635402
ENSG00000231302.1,RPL36P2,processed_pseudogene,ribosomal protein L36 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16570],1.3683212970350431,0.0001552498080915,0.0002997495790905
ENSG00000231304.2,SGO1-AS1,lncRNA,SGO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41081],-0.7235703077379244,4.4120790316760234e-07,1.0946562768459094e-06
ENSG00000231305.4,ENSG00000231305,,,1.0211131237545097,5.9414096941655955e-15,2.6370544796563392e-14
ENSG00000231307.1,RPS3P2,processed_pseudogene,ribosomal protein S3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16603],1.487398261649126,4.662005689875668e-09,1.3629239629427805e-08
ENSG00000231310.3,TBL1XR1-AS1,lncRNA,TBL1XR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41243],2.3783615504084983,4.366755310272134e-12,1.601355327132177e-11
ENSG00000231311.1,ENSG00000231311,,,0.1662679344451286,0.9705562216317538,
ENSG00000231312.7,MAP4K3-DT,lncRNA,MAP4K3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54056],-0.8223581849564059,1.809984164588087e-30,1.9068722546828178e-29
ENSG00000231313.2,CLIC1P1,processed_pseudogene,chloride intracellular channel 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32691],1.0843758765216105,8.938755502587134e-09,2.5520122986824848e-08
